country,codeiso,yearstart,yearend,sex,maritialstatus,agegroup,agestart,ageend,datavalue
India,356,1991,1991,Men,Currently married,[35-39],35,39,94.9
India,356,1991,1991,Men,Currently married,[40-44],40,44,94.4
India,356,1991,1991,Men,Currently married,[45-49],45,49,94.1
India,356,1991,1991,Men,Currently married,[50-54],50,54,91.6
India,356,1991,1991,Men,Currently married,[55-59],55,59,90.8
India,356,1991,1991,Men,Currently married,[60-64],60,64,86.1
India,356,1991,1991,Men,Currently married,[65-69],65,69,84.3
India,356,1991,1991,Men,Currently married,[70-74],70,74,78.5
India,356,1991,1991,Men,Currently married,[75+],75,999,67.1
India,356,1991,1991,Women,Currently married,[10-14],10,14,1.4
India,356,1991,1991,Women,Currently married,[15-19],15,19,35.3
India,356,1991,1991,Women,Currently married,[20-24],20,24,81.8
India,356,1991,1991,Women,Currently married,[25-29],25,29,94
India,356,1991,1991,Women,Currently married,[30-34],30,34,95.2
India,356,1991,1991,Women,Currently married,[35-39],35,39,94.4
India,356,1991,1991,Women,Currently married,[40-44],40,44,90.7
India,356,1991,1991,Women,Currently married,[45-49],45,49,87.6
India,356,1991,1991,Women,Currently married,[50-54],50,54,76.8
India,356,1991,1991,Women,Currently married,[55-59],55,59,75.3
India,356,1991,1991,Women,Currently married,[60-64],60,64,53.5
India,356,1991,1991,Women,Currently married,[65-69],65,69,51
India,356,1991,1991,Women,Currently married,[70-74],70,74,32.2
India,356,1991,1991,Women,Currently married,[75+],75,999,27.6
India,356,1992,1993,Men,Currently married,[10-14],10,14,0.6
India,356,1992,1993,Men,Currently married,[15-19],15,19,6.4
India,356,1992,1993,Men,Currently married,[20-24],20,24,37.3
India,356,1992,1993,Men,Currently married,[25-29],25,29,74.6
India,356,1992,1993,Men,Currently married,[30-34],30,34,91
India,356,1992,1993,Men,Currently married,[35-39],35,39,94.7
India,356,1992,1993,Men,Currently married,[40-44],40,44,95.3
India,356,1992,1993,Men,Currently married,[45-49],45,49,95
India,356,1992,1993,Men,Currently married,[50-54],50,54,92.2
India,356,1992,1993,Men,Currently married,[55-59],55,59,90.2
India,356,1992,1993,Men,Currently married,[60-64],60,64,85.9
India,356,1992,1993,Men,Currently married,[65-69],65,69,84
India,356,1992,1993,Men,Currently married,[70-74],70,74,78
India,356,1992,1993,Men,Currently married,[75+],75,999,65.9
India,356,1992,1993,Women,Currently married,[10-14],10,14,2
India,356,1992,1993,Women,Currently married,[15-19],15,19,36.3
India,356,1992,1993,Women,Currently married,[15-19],15,19,38.4
India,356,1992,1993,Women,Currently married,[20-24],20,24,79.3
India,356,1992,1993,Women,Currently married,[20-24],20,24,79.6
India,356,1992,1993,Women,Currently married,[25-29],25,29,92.3
India,356,1992,1993,Women,Currently married,[25-29],25,29,91.9
India,356,1992,1993,Women,Currently married,[30-34],30,34,93.2
India,356,1992,1993,Women,Currently married,[30-34],30,34,93.2
India,356,1992,1993,Women,Currently married,[35-39],35,39,92.2
India,356,1992,1993,Women,Currently married,[35-39],35,39,92.6
India,356,1992,1993,Women,Currently married,[40-44],40,44,88.4
India,356,1992,1993,Women,Currently married,[40-44],40,44,88.5
India,356,1992,1993,Women,Currently married,[45-49],45,49,85.3
India,356,1992,1993,Women,Currently married,[45-49],45,49,85.2
India,356,1992,1993,Women,Currently married,[50-54],50,54,76.4
India,356,1992,1993,Women,Currently married,[55-59],55,59,70.6
India,356,1992,1993,Women,Currently married,[60-64],60,64,51.4
India,356,1992,1993,Women,Currently married,[65-69],65,69,46.7
India,356,1992,1993,Women,Currently married,[70-74],70,74,26.4
India,356,1992,1993,Women,Currently married,[75+],75,999,17.4
India,356,1998,1999,Men,Currently married,[10-14],10,14,0.3
India,356,1998,1999,Men,Currently married,[15-19],15,19,4
India,356,1998,1999,Men,Currently married,[20-24],20,24,32.2
India,356,1998,1999,Men,Currently married,[25-29],25,29,70.2
India,356,1998,1999,Men,Currently married,[30-34],30,34,89.7
India,356,1998,1999,Men,Currently married,[35-39],35,39,95.2
India,356,1998,1999,Men,Currently married,[40-44],40,44,95.5
India,356,1998,1999,Men,Currently married,[45-49],45,49,95.2
India,356,1998,1999,Men,Currently married,[50-54],50,54,93.3
India,356,1998,1999,Men,Currently married,[55-59],55,59,91.6
India,356,1998,1999,Men,Currently married,[60-64],60,64,86.8
India,356,1998,1999,Men,Currently married,[65-69],65,69,85.3
India,356,1998,1999,Men,Currently married,[70-74],70,74,79.3
India,356,1998,1999,Men,Currently married,[75+],75,999,67.5
India,356,1998,1999,Women,Currently married,[10-14],10,14,0.6
India,356,1998,1999,Women,Currently married,[15-19],15,19,29.4
India,356,1998,1999,Women,Currently married,[15-19],15,19,33.8
India,356,1998,1999,Women,Currently married,[20-24],20,24,75.8
India,356,1998,1999,Women,Currently married,[20-24],20,24,76
India,356,1998,1999,Women,Currently married,[25-29],25,29,91.2
India,356,1998,1999,Women,Currently married,[25-29],25,29,90
India,356,1998,1999,Women,Currently married,[30-34],30,34,92.8
India,356,1998,1999,Women,Currently married,[30-34],30,34,92.3
India,356,1998,1999,Women,Currently married,[35-39],35,39,90.7
India,356,1998,1999,Women,Currently married,[35-39],35,39,91.2
India,356,1998,1999,Women,Currently married,[40-44],40,44,87.7
India,356,1998,1999,Women,Currently married,[40-44],40,44,88.1
India,356,1998,1999,Women,Currently married,[45-49],45,49,84.2
India,356,1998,1999,Women,Currently married,[45-49],45,49,84.2
India,356,1998,1999,Women,Currently married,[50-54],50,54,76.3
India,356,1998,1999,Women,Currently married,[55-59],55,59,70.5
India,356,1998,1999,Women,Currently married,[60-64],60,64,52
India,356,1998,1999,Women,Currently married,[65-69],65,69,47.5
India,356,1998,1999,Women,Currently married,[70-74],70,74,27
India,356,1998,1999,Women,Currently married,[75+],75,999,17.5
India,356,2001,2001,Men,Currently married,[10-14],10,14,0.3
India,356,2001,2001,Men,Currently married,[15-19],15,19,5.2
India,356,2001,2001,Men,Currently married,[20-24],20,24,34.4
India,356,2001,2001,Men,Currently married,[25-29],25,29,71.4
India,356,2001,2001,Men,Currently married,[30-34],30,34,90
India,356,2001,2001,Men,Currently married,[35-39],35,39,95
India,356,2001,2001,Men,Currently married,[40-44],40,44,95.7
India,356,2001,2001,Men,Currently married,[45-49],45,49,95.5
India,356,2001,2001,Men,Currently married,[50-54],50,54,93.7
India,356,2001,2001,Men,Currently married,[55-59],55,59,92.3
India,356,2001,2001,Men,Currently married,[60-64],60,64,88
India,356,2001,2001,Men,Currently married,[65-69],65,69,85.2
India,356,2001,2001,Men,Currently married,[70-74],70,74,79.7
India,356,2001,2001,Men,Currently married,[75+],75,999,69.8
India,356,2001,2001,Women,Currently married,[10-14],10,14,0.8
India,356,2001,2001,Women,Currently married,[15-19],15,19,24.4
India,356,2001,2001,Women,Currently married,[20-24],20,24,75.7
India,356,2001,2001,Women,Currently married,[25-29],25,29,92.2
India,356,2001,2001,Women,Currently married,[30-34],30,34,94.2
India,356,2001,2001,Women,Currently married,[35-39],35,39,93.2
India,356,2001,2001,Women,Currently married,[40-44],40,44,90
India,356,2001,2001,Women,Currently married,[45-49],45,49,86.9
India,356,2001,2001,Women,Currently married,[50-54],50,54,78.1
India,356,2001,2001,Women,Currently married,[55-59],55,59,76.8
India,356,2001,2001,Women,Currently married,[60-64],60,64,58.3
India,356,2001,2001,Women,Currently married,[65-69],65,69,53.4
India,356,2001,2001,Women,Currently married,[70-74],70,74,34.8
India,356,2001,2001,Women,Currently married,[75+],75,999,30.5
India,356,2005,2006,Men,Currently married,[10-14],10,14,0.4
India,356,2005,2006,Men,Currently married,[15-19],15,19,3.3
India,356,2005,2006,Men,Currently married,[20-24],20,24,29.9
India,356,2005,2006,Men,Currently married,[25-29],25,29,69.3
India,356,2005,2006,Men,Currently married,[30-34],30,34,89.1
India,356,2005,2006,Men,Currently married,[35-39],35,39,95.3
India,356,2005,2006,Men,Currently married,[40-44],40,44,95.6
India,356,2005,2006,Men,Currently married,[45-49],45,49,95.6
India,356,2005,2006,Men,Currently married,[50-54],50,54,94.6
India,356,2005,2006,Men,Currently married,[55-59],55,59,92.4
India,356,2005,2006,Men,Currently married,[60-64],60,64,88.4
India,356,2005,2006,Men,Currently married,[65-69],65,69,86.5
India,356,2005,2006,Men,Currently married,[70-74],70,74,79.4
India,356,2005,2006,Men,Currently married,[75+],75,999,69.2
India,356,2005,2006,Women,Currently married,[10-14],10,14,0.8
India,356,2005,2006,Women,Currently married,[15-19],15,19,23.5
India,356,2005,2006,Women,Currently married,[15-19],15,19,27.1
India,356,2005,2006,Women,Currently married,[20-24],20,24,73.7
India,356,2005,2006,Women,Currently married,[20-24],20,24,73.2
India,356,2005,2006,Women,Currently married,[25-29],25,29,91.5
India,356,2005,2006,Women,Currently married,[25-29],25,29,90.8
India,356,2005,2006,Women,Currently married,[30-34],30,34,93.2
India,356,2005,2006,Women,Currently married,[30-34],30,34,93.5
India,356,2005,2006,Women,Currently married,[35-39],35,39,91.6
India,356,2005,2006,Women,Currently married,[35-39],35,39,91.3
India,356,2005,2006,Women,Currently married,[40-44],40,44,88.9
India,356,2005,2006,Women,Currently married,[40-44],40,44,89.2
India,356,2005,2006,Women,Currently married,[45-49],45,49,85.8
India,356,2005,2006,Women,Currently married,[45-49],45,49,86.5
India,356,2005,2006,Women,Currently married,[50-54],50,54,78.2
India,356,2005,2006,Women,Currently married,[55-59],55,59,73.3
India,356,2005,2006,Women,Currently married,[60-64],60,64,53.8
India,356,2005,2006,Women,Currently married,[65-69],65,69,46.8
India,356,2005,2006,Women,Currently married,[70-74],70,74,27.4
India,356,2005,2006,Women,Currently married,[75+],75,999,17.1
India,356,2011,2011,Men,Currently married,[10-14],10,14,1.4
India,356,2011,2011,Men,Currently married,[15-19],15,19,4.8
India,356,2011,2011,Men,Currently married,[20-24],20,24,34.2
India,356,2011,2011,Men,Currently married,[25-29],25,29,71
India,356,2011,2011,Men,Currently married,[30-34],30,34,88.7
India,356,2011,2011,Men,Currently married,[35-39],35,39,94
India,356,2011,2011,Men,Currently married,[40-44],40,44,94.8
India,356,2011,2011,Men,Currently married,[45-49],45,49,94.7
India,356,2011,2011,Men,Currently married,[50-54],50,54,93.3
India,356,2011,2011,Men,Currently married,[55-59],55,59,91.9
India,356,2011,2011,Men,Currently married,[60-64],60,64,87.4
India,356,2011,2011,Men,Currently married,[65-69],65,69,83.4
India,356,2011,2011,Men,Currently married,[70-74],70,74,77.9
India,356,2011,2011,Men,Currently married,[75+],75,999,66.7
India,356,2011,2011,Women,Currently married,[10-14],10,14,2.5
India,356,2011,2011,Women,Currently married,[15-19],15,19,21.1
India,356,2011,2011,Women,Currently married,[20-24],20,24,72.6
India,356,2011,2011,Women,Currently married,[25-29],25,29,90
India,356,2011,2011,Women,Currently married,[30-34],30,34,93.2
India,356,2011,2011,Women,Currently married,[35-39],35,39,92.2
India,356,2011,2011,Women,Currently married,[40-44],40,44,89
India,356,2011,2011,Women,Currently married,[45-49],45,49,85.3
India,356,2011,2011,Women,Currently married,[50-54],50,54,77.9
India,356,2011,2011,Women,Currently married,[55-59],55,59,76
India,356,2011,2011,Women,Currently married,[60-64],60,64,59.8
India,356,2011,2011,Women,Currently married,[65-69],65,69,51.5
India,356,2011,2011,Women,Currently married,[70-74],70,74,33.6
India,356,2011,2011,Women,Currently married,[75+],75,999,30
India,356,2015,2016,Men,Currently married,[15-19],15,19,2.6
India,356,2015,2016,Men,Currently married,[15-19],15,19,1.6
India,356,2015,2016,Men,Currently married,[20-24],20,24,24.4
India,356,2015,2016,Men,Currently married,[20-24],20,24,24.2
India,356,2015,2016,Men,Currently married,[25-29],25,29,62.7
India,356,2015,2016,Men,Currently married,[25-29],25,29,62.9
India,356,2015,2016,Men,Currently married,[30-34],30,34,86.5
India,356,2015,2016,Men,Currently married,[30-34],30,34,86.9
India,356,2015,2016,Men,Currently married,[35-39],35,39,93.5
India,356,2015,2016,Men,Currently married,[35-39],35,39,94.3
India,356,2015,2016,Men,Currently married,[40-44],40,44,95.4
India,356,2015,2016,Men,Currently married,[40-44],40,44,95.2
India,356,2015,2016,Men,Currently married,[45-49],45,49,95.3
India,356,2015,2016,Men,Currently married,[45-49],45,49,94.8
India,356,2015,2016,Men,Currently married,[50-54],50,54,94.4
India,356,2015,2016,Men,Currently married,[55-59],55,59,93.5
India,356,2015,2016,Men,Currently married,[60-64],60,64,90.6
India,356,2015,2016,Men,Currently married,[65-69],65,69,88.1
India,356,2015,2016,Men,Currently married,[70-74],70,74,82.3
India,356,2015,2016,Men,Currently married,[75+],75,999,69.8
India,356,2015,2016,Women,Currently married,[15-19],15,19,16.2
India,356,2015,2016,Women,Currently married,[15-19],15,19,15.2
India,356,2015,2016,Women,Currently married,[20-24],20,24,65.3
India,356,2015,2016,Women,Currently married,[20-24],20,24,66.2
India,356,2015,2016,Women,Currently married,[25-29],25,29,89.3
India,356,2015,2016,Women,Currently married,[25-29],25,29,89.3
India,356,2015,2016,Women,Currently married,[30-34],30,34,93.9
India,356,2015,2016,Women,Currently married,[30-34],30,34,93.6
India,356,2015,2016,Women,Currently married,[35-39],35,39,92.4
India,356,2015,2016,Women,Currently married,[35-39],35,39,92.6
India,356,2015,2016,Women,Currently married,[40-44],40,44,90
India,356,2015,2016,Women,Currently married,[40-44],40,44,89.8
India,356,2015,2016,Women,Currently married,[45-49],45,49,86.5
India,356,2015,2016,Women,Currently married,[45-49],45,49,86.7
India,356,2015,2016,Women,Currently married,[50-54],50,54,81.7
India,356,2015,2016,Women,Currently married,[55-59],55,59,76.8
India,356,2015,2016,Women,Currently married,[60-64],60,64,64.7
India,356,2015,2016,Women,Currently married,[65-69],65,69,52.6
India,356,2015,2016,Women,Currently married,[70-74],70,74,35.6
India,356,2015,2016,Women,Currently married,[75+],75,999,21.3
